epoca,loss,val_loss
1,0.10199028253555298,0.08567877113819122
2,0.07746797055006027,0.07439448684453964
3,0.06847105920314789,0.07067655771970749
4,0.06245413050055504,0.06906860321760178
5,0.05721721053123474,0.0661853775382042
6,0.053560275584459305,0.06494520604610443
7,0.050335146486759186,0.06545685976743698
8,0.04699968174099922,0.06713233143091202
9,0.04466385021805763,0.0640043318271637
10,0.04195677116513252,0.06216100975871086
